country,city,biweek1,biweek2,biweek3,biweek4,biweek5,biweek6,biweek7,biweek8,biweek9,biweek10,biweek11,biweek12,biweek13,biweek14,biweek15,biweek16,biweek17,biweek18,biweek19,biweek20,biweek21,biweek22,biweek23,biweek24,biweek25,biweek26
US,NEW YORK,37.02967208,41.1527942,50.40478925,42.06968456,43.30473348,42.72735233,37.1101419,40.72938875,43.42724907,34.88418632,32.71068701,23.85066064,21.22318875,20.10816611,19.34551694,19.7285101,23.34735585,26.54147232,32.87976762,43.26946765,43.81849118,40.90610672,44.71747206,40.30245545,32.0828781,48.55464993
US,NEWARK,40.49568889,41.29424809,41.08968538,39.65259291,38.89184606,36.28195207,34.71885975,36.21578391,36.93778528,30.38526202,27.21194732,23.76024088,24.84723088,19.38957989,18.38915627,16.44740575,21.89732633,23.41164945,32.66797941,33.12866182,45.0384633,46.91378515,40.72257329,35.56673157,33.23220415,41.69519524
US,PHILADELPHIA,42.18640432,40.74454829,45.81844905,43.18260032,39.98609939,38.6750622,42.52361277,37.55950715,40.49858887,34.46514464,30.70281205,25.35973415,18.09194732,21.47553391,18.82865875,15.63242279,23.64136022,35.99416683,26.47883149,44.05837571,47.07575646,40.0960817,44.19723156,38.9880131,33.75838535,45.11300604
US,PITTSBURGH,35.31861753,41.97305629,38.31131928,40.45494939,37.61449532,32.56811967,40.95804137,39.72488668,31.71848278,31.19869313,31.32342929,29.26729727,18.77357299,21.2359798,11.6247773,21.34935164,27.25251704,29.81322448,42.4119428,45.54865433,33.08253313,53.66804186,31.57487717,33.13860588,34.54267693,46.58523516
US,PROVIDENCE,36.4576883,48.86878778,36.91890905,37.53075447,28.91709766,48.8068085,35.35724955,41.86463577,35.22450143,31.41063019,33.05239974,27.17883268,32.05934184,26.11616547,15.90994869,16.24177215,19.56856234,23.75750604,43.88244007,28.31616604,41.09513414,32.12507955,63.301607,30.82595218,42.43353759,35.80202439
US,READING.US,40.25263047,31.22007722,39.92717937,43.06481529,36.10294814,31.60405601,47.06048359,37.685608,44.0221537,33.21334019,24.8141638,19.80123832,23.12440347,17.69076906,21.38547827,19.08302292,29.31094019,35.49848495,36.36001684,31.28866839,36.69672859,46.95865593,36.91787992,24.8233295,22.76786496,64.05305086
US,RICHMOND,53.58656098,38.25100894,42.04490073,31.24029934,51.94422322,50.88715523,36.27628707,38.77261107,37.4488352,35.79052413,32.54689482,29.9511073,15.54331749,18.5489617,13.98151291,19.1868638,17.88477413,30.77628192,24.8016911,38.50842112,24.14585412,66.72465132,32.3336471,53.96292856,34.17388023,45.83791895
US,ROCHESTER,33.39466716,30.61063343,30.31796522,40.43407714,45.24140691,35.81971014,38.70589981,38.10703296,42.77696158,39.15740478,28.84588596,25.98852141,19.71373653,15.82814785,22.80635753,16.8638534,27.97575602,35.14691937,41.00642833,38.84156688,39.40329832,44.20381113,33.0061787,36.92128466,36.83988893,36.14974662
US,SALT LAKE CITY,50.78237813,38.05750325,43.18648294,58.97489952,49.48591895,45.0297137,43.91358552,36.74226125,42.68712558,30.58733719,64.23843603,36.51189292,34.59827991,27.46654354,25.73242655,23.39516161,37.01959455,31.48690632,49.98309241,35.48929354,37.93538409,47.525453,35.21805632,37.77099663,33.48645833,54.94684678
US,SAN FRANCISCO,43.5414326,41.31150455,30.49905295,40.21306942,42.50272223,28.90128737,40.78836,31.59481566,41.09013629,33.37565322,29.85641307,24.35551242,19.60454743,18.30609093,26.00052592,30.70139235,36.27839127,29.50790013,33.90742275,31.64848705,27.73424597,43.51920668,26.50028939,48.487349,21.4166749,48.10992503
US,SEATTLE,36.09564095,31.89633609,41.15727039,39.84019355,33.5677543,44.60188478,33.04923896,31.75756069,45.39268941,36.71620326,35.17650301,30.34060534,19.64197466,23.71916933,17.66439635,22.12220287,14.2742328,31.82726767,28.66071334,34.66058937,40.52435354,39.37945302,41.67872818,37.60436336,25.14636471,80.55231845
US,SPOKANE,50.67449755,37.30479833,24.55609427,25.94112243,40.54459402,53.63583431,33.34165192,46.93391946,29.76550457,59.27849737,34.62828487,28.88181058,26.65339498,16.39495997,19.24227553,23.97337142,21.60877379,37.75194937,29.91261986,28.29939828,54.04040071,42.96597656,51.73344035,41.11391677,31.79755553,62.26978377
US,SPRINGFIELD,31.80084653,34.02061624,35.28975341,34.30525271,43.24858227,31.07283901,32.7324881,34.17970919,29.49803438,27.63566007,37.72653077,28.26833164,24.11664843,16.8402914,24.87166549,19.04774236,33.7717507,23.59007316,31.28828109,39.10998923,28.94799845,35.69687444,45.29354376,43.00569345,36.37337485,47.22371531
US,ST LOUIS,37.42028648,36.16743498,35.62979333,40.31549671,41.99957067,37.77717862,38.05728351,40.41617966,39.48337328,30.91295053,27.8113686,29.6282401,18.13278548,19.18415822,20.76183656,22.30428094,37.38619546,30.17031567,34.53653938,37.12513691,38.41308677,42.940424,39.08942679,35.86936331,29.43071982,54.0235942
US,TOLEDO,30.21610928,42.53398723,41.30400632,33.37253991,47.81693033,40.47889203,34.65502394,33.80549326,43.98587774,30.82161003,30.15724855,26.06955633,18.55944974,13.281145,13.47563296,24.67438912,26.47508046,25.6777631,34.16824267,42.63583209,43.1860258,43.6238099,43.39459386,38.95538721,35.05828307,45.56293248
US,TRENTON,40.51174798,38.95269186,31.84035634,31.03186435,38.06360698,33.69229747,36.70185952,31.16216828,33.27495781,29.90221036,32.38352492,34.23702732,25.73472973,17.59261885,16.61735405,14.53996643,23.03344254,47.49277464,38.94903741,32.29434889,46.14469106,45.99921631,41.81748399,64.23945924,40.9573916,41.34741724
US,WASHINGTON,48.45024387,38.22767173,41.40742584,41.10267066,48.31838216,37.98749124,41.47374812,36.72666843,38.77238497,31.03636226,27.43393707,25.43559465,20.95529407,16.29482787,14.28467799,20.08858499,23.03578561,28.07980716,32.40629019,36.15957318,33.39885627,37.85079673,38.3314785,25.30818052,38.6273089,54.11717328
US,WORCESTER,43.67504838,28.19413675,47.9004087,30.32156803,36.26091328,26.87092076,46.26928884,46.45189972,40.71516489,42.58059853,31.53349562,20.71824657,25.56815356,22.43141808,12.3880786,18.2342553,34.68727811,23.47933634,43.87297853,34.5220022,33.77002299,31.90252629,23.37590677,46.35566047,36.75072056,43.74246687
UK,BIRKENHEAD,36.4231987,46.53662904,37.27048982,34.76187137,31.55685411,42.67520108,30.33057312,28.71258684,30.55937149,36.98431024,38.09727287,32.91003332,27.50188466,30.46979857,29.6273259,25.98317575,17.19886616,19.69413833,25.53328103,32.0940577,38.3459447,30.62172683,35.08097057,30.21268603,39.13689991,57.14732172
UK,BIRMINGHAM,31.34926264,45.44632558,36.48794371,42.56375891,36.42506713,40.11865845,32.01598343,32.83162675,34.24528848,37.75894301,35.78078449,32.0932082,30.30661984,29.22534275,26.73571252,28.78670693,21.32132545,23.251981,29.24097105,36.29955566,36.65502219,33.85601951,42.61881427,32.56701174,36.91989087,46.17073718
UK,BLACKPOOL,37.92307618,38.61568797,33.70815688,40.06347382,26.25787361,33.00379273,25.57408243,28.55545782,29.60647271,44.45360838,30.8710811,32.51408585,32.85524421,32.87251962,35.93486247,16.63552036,23.07119755,19.57019442,33.39181134,43.86482895,36.07718917,38.17593279,26.81100794,39.51087206,30.23385404,47.44279503
UK,BOLTON,33.18408687,34.35502029,37.87904982,30.19952988,27.60011241,26.44010011,39.4052338,27.94337541,34.28267002,33.72146428,29.77038036,30.88164694,28.89040243,32.70968355,42.58987115,33.10540263,24.71759173,18.38238012,29.63636393,47.18500104,36.58468455,38.25495453,24.80685407,34.31729578,35.70810581,41.75901097
UK,BOURNEMOUTH,44.30686086,44.87421924,44.06811754,30.97720235,37.63376487,50.3365016,27.18341177,24.36634918,27.77342046,38.68524072,40.08794149,31.07188342,29.90042665,29.523629,31.75327388,26.54069508,21.29911356,14.64800421,19.37204416,19.58881908,41.69420257,60.46862957,27.28474274,34.12659844,37.38237264,36.24044094
UK,BRADFORD,34.29143424,36.23188667,39.19360972,40.4751568,36.34839236,36.7749536,33.88581655,34.04750429,32.76065838,36.47239491,34.31697465,27.96837367,33.07006955,30.86553002,24.80631796,19.94056082,31.43719471,23.91394077,29.55301623,27.94724885,35.0582406,35.49807106,28.03183818,42.30349827,32.81367629,37.75033253
UK,BRIGHTON,25.52181699,37.62245737,46.84714651,27.52924427,28.66479847,53.29700785,32.81375083,30.73151922,44.12948294,34.94198346,45.63457177,28.50201814,28.08999285,27.54503323,24.30398113,30.38977508,19.59418443,11.40406825,35.26602351,23.59023607,34.18722369,39.73825229,34.4476988,41.57683596,37.86329375,50.29393109
UK,BRISTOL,30.60444732,43.02873032,42.97779579,36.0530166,35.52693889,34.3755483,33.75143667,32.29106414,39.43581279,36.91501473,36.58037317,36.09662038,29.48296365,29.43610925,30.89534638,22.09273673,24.31253352,15.62425381,41.02808151,31.16900852,26.32882851,35.01579731,28.10568422,46.0332838,37.58306704,35.84138518
UK,CARDIFF,30.84960719,43.03495567,37.08957206,33.34063019,49.8636579,38.57980985,28.30049403,34.39729665,29.73305976,41.48715167,37.46949928,25.92716739,38.92165475,31.41494114,25.15211048,25.17012461,23.53678026,24.30655159,30.25391397,29.78699855,30.18851227,38.66783151,27.98178178,50.85658173,35.23253655,51.76082747
UK,COVENTRY,39.1938007,45.85316705,48.09099641,30.60679745,41.05018155,30.1304952,34.77069671,28.52380093,36.3392063,29.56330796,36.88483551,26.1988595,28.04035391,23.5900578,21.95658315,40.00370408,21.90823824,22.78076495,29.94489357,39.70131724,31.65988055,36.41003172,27.96558273,27.40445532,33.04802162,64.02900023
UK,DERBY,37.7813587,44.24663423,37.03539787,30.0155873,34.65389276,34.44760603,30.95148643,24.51764184,35.13222374,30.14663003,48.96469089,35.49639623,38.8981353,20.308752,25.49989231,22.44367631,31.52740942,19.35313112,24.35258935,32.00753931,40.13520245,34.48875517,30.88073123,34.86137171,28.38430697,53.56358924
UK,GATESHEAD,25.92340725,38.11615281,38.11115178,26.95872878,42.84123813,35.97140805,39.57622625,32.16076009,35.50659119,34.39520842,37.24762918,41.38449496,22.54308941,23.4928546,23.23672884,30.6663974,20.71344598,27.95246428,30.60230214,32.98434017,44.64765493,37.89974414,34.10295405,27.6173116,34.74658352,46.09809322
UK,HUDDERSFIELD,31.3906409,36.99050356,33.55916348,33.79218526,26.54076386,39.49933195,30.47162156,33.80201995,35.61926541,54.83925375,28.49040013,40.31056181,34.14878302,23.37621275,33.63445244,23.3194387,23.80194821,22.80918363,40.46208193,57.45387127,27.60645015,45.37936884,27.39113607,34.0531046,33.53459193,43.09438721
UK,HULL,31.77035707,27.66515624,49.2057545,44.71184939,31.19871492,39.22979523,32.36073355,32.29961738,36.24998204,36.1275151,42.13760964,30.47806803,41.01570052,31.86023651,28.13468544,29.65484283,23.2118976,23.878112,27.65444942,34.72336935,50.2458408,38.25484403,39.25107545,31.00166565,24.46282387,44.53169864
UK,IPSWICH,29.38186944,42.79463836,39.98421279,29.63892014,30.92369046,42.80445864,31.02946001,31.9895438,28.01168011,34.93302868,44.0642586,38.40460438,27.45830381,27.21217769,23.72783324,26.03438071,26.13744683,15.13348279,20.55428646,33.07752668,33.63797274,35.36116592,36.5007988,44.41667242,39.65289415,48.21782944
UK,LEEDS,28.99915238,48.96508147,31.643782,42.79922814,42.68386638,34.67220702,33.0926338,33.8919105,33.22886573,35.98620492,36.09015739,29.22351049,29.74466119,26.96932863,27.57130876,23.03992184,27.07147142,23.52045565,32.91655247,35.68711365,48.00778928,29.23017155,30.37764638,33.133057,34.60496178,42.76588592
UK,LEICESTER,24.80622096,40.16059072,40.47312043,47.39293552,33.60637853,50.81551259,33.92839598,25.80654743,34.34410543,33.08893664,34.96497561,31.68327373,37.48890827,26.11789235,30.60803382,22.54881698,21.03854092,13.42291142,21.50200767,43.76375478,33.91465328,51.42097426,35.21726896,44.00868091,25.44381108,55.41976879
UK,LIVERPOOL,31.78838677,39.5089989,44.01951443,35.46587422,34.72357703,39.54409135,34.03070062,33.48698626,32.7666861,38.94603063,36.65223861,36.44817111,33.45826317,29.51514689,25.25915858,25.27548221,27.21544131,22.67406732,38.19022224,35.06491586,36.12977618,32.87754179,38.3671222,35.74489839,30.49501566,41.48304097
UK,LONDON,34.54592011,51.47932204,43.26848443,40.68710521,38.55092735,39.56303376,37.45832387,29.99123058,37.27176406,38.0727012,38.40922966,33.38977029,30.7644768,29.89457837,28.04534182,25.32124808,23.66715707,21.67679988,32.88915569,44.05782323,38.75897178,33.65944739,34.60708494,36.97664574,30.43958378,46.52846852
UK,MANCHESTER,31.65018359,43.33846889,39.28722675,35.88773208,32.79324551,34.90480027,31.68143358,30.84731885,32.19887333,35.51336612,38.63597549,36.79335122,33.75830978,29.09952015,30.24559283,25.30744611,23.94283618,25.26886114,38.55823324,34.74048326,36.83843915,31.72014897,35.01473343,37.63408248,28.87378554,45.21758471
UK,MIDDLESBOROUGH,28.78534998,39.26774152,32.80274546,31.04190038,34.90434963,31.09470465,29.25755419,30.38412447,39.11933507,38.39746448,31.91567236,38.70627678,30.49352832,27.50059181,24.75565461,27.50319038,27.72890503,24.57518327,32.14037167,40.72916196,35.87831252,28.39378499,38.9745693,28.32704641,32.28215808,56.01065625
UK,NEWCASTLE,27.73153069,39.31261375,38.52212656,34.20666126,34.66543889,30.66574958,34.57905671,35.92543256,35.91056336,34.14434116,35.65793199,39.23763861,31.96704122,22.07905004,26.55131647,28.05460952,28.79780193,24.04838156,23.11784115,36.44948577,29.76368059,27.5722604,36.07614524,40.10748385,32.58665306,57.06220257
UK,NORWICH,24.26532614,46.20776319,68.82115715,29.17884478,32.87653697,37.03280139,27.88090313,25.30571505,33.24476242,32.54734811,29.87612898,30.64891866,32.66262667,28.10706975,31.36654743,29.04189387,23.90978963,17.59399096,19.51930166,54.37446384,35.43275394,22.18245231,37.63930165,32.21690557,37.6888573,63.76604773
UK,NOTTINGHAM,35.6648997,33.63206823,37.04729117,39.93647373,32.2647005,38.7465651,31.79390755,32.52459044,29.39114661,42.59723774,36.38247749,30.59090088,31.85927823,25.85934302,34.83409655,25.58126802,19.62074911,18.22637356,32.39644032,31.50356276,49.37244502,37.97658439,33.3821133,42.78094248,21.45601469,51.20269747
UK,OLDHAM,32.89649314,38.91671331,32.15353156,28.53097197,29.4067794,29.65479209,31.11277553,28.29711392,31.88656492,31.74503797,31.10400789,29.42768262,33.7087787,30.12718007,29.52500626,26.09557642,26.82858002,18.3675723,41.60956399,36.93563146,39.18736846,39.01042471,26.34862556,51.77571564,31.00456092,46.37051594
UK,PLYMOUTH,33.37506173,46.27764222,40.68926694,38.0204472,41.98452511,29.89624941,29.01484605,28.04420943,30.607333,45.99095465,26.89469557,33.26114482,29.66730991,29.81106778,35.3993731,27.38606037,23.43907413,18.81382674,20.05885326,43.36499412,35.23658016,43.89224594,29.9311858,35.27186836,35.19567897,40.84922311
UK,PORTSMOUTH,40.72775826,43.39363414,49.28880928,30.50108059,39.87122204,36.91526147,30.24764031,34.87325543,29.57647805,36.43540526,36.53625379,33.73686324,31.04615729,22.56020523,25.52351976,27.97461286,20.74567267,22.31862058,21.4238056,28.63297519,32.56495939,47.28129168,26.92525472,40.22018726,44.78757088,42.70015871
UK,PRESTON,36.95281726,28.08045924,39.34823844,29.67198124,33.13839245,31.29270988,31.43829216,28.28377622,26.8523111,38.82980589,35.9135105,36.7887025,34.1021078,27.79561897,32.60056454,25.04999311,30.48002233,28.81811819,37.75629135,50.84018057,37.90372867,27.99879673,36.51279592,33.16773125,33.43368669,44.7576747
UK,READING,43.73029119,41.74226446,57.39771219,30.50784279,36.00335858,34.35919883,33.32704521,33.67020643,34.23452409,32.9967028,35.47764731,37.75076028,35.86986207,24.64218776,23.59178571,29.49027729,15.88196151,21.40958156,23.94082219,29.49366531,36.52547233,40.85493744,44.37020631,24.8124763,24.73657519,47.92253387
UK,SALFORD,34.70262609,33.44213108,38.08522724,31.56652066,37.72907021,38.12141233,29.29857139,33.20870528,34.76614675,36.1621495,37.06496188,28.35787539,30.10787652,28.31045621,24.01793577,25.90321614,22.7584713,20.83025997,39.79428929,33.35298025,56.60395456,29.52005764,37.80050266,34.28915778,34.52130129,42.31281093
UK,SHEFFIELD,24.30358381,41.278005,43.28232189,26.75643811,39.79091454,33.06566269,34.35914787,30.14340539,31.53325418,42.53815239,36.30251209,39.2214027,33.47632835,31.7168912,26.53519066,26.23437372,23.0384041,19.53336452,29.43671298,36.13375543,41.66323931,28.23928779,40.61067062,33.98876412,36.4386576,42.36683586
UK,SOUTHAMPTON,31.58573064,48.04392898,45.28849715,34.76316703,41.55511006,28.43176321,34.18002722,25.10291633,34.69942709,37.79473581,32.5143333,39.589149,32.96584716,26.55034696,30.11481152,26.4437392,23.00234874,19.55341064,24.68517188,21.26149074,40.4951636,38.35579412,31.19833945,38.93272834,37.34106935,64.53870667
UK,SOUTHEND,39.33294823,45.72613838,45.64719785,38.16140976,38.37098707,44.36754845,24.90919087,30.66763056,22.53976558,34.19032846,40.5576794,35.58307181,29.23613068,30.24677844,28.42798351,32.34061528,11.67969584,19.89620195,22.75617034,20.82275632,65.27566381,27.81396076,31.35611804,30.68432348,39.45252708,49.58055358
UK,ST.HELENS,28.13191694,57.77212102,39.70132582,30.71988764,32.18578189,29.67020147,36.87407566,28.08039658,38.61343389,31.72466979,26.41854315,30.32789502,35.71853644,26.90817637,29.15793675,23.90841296,28.47675086,14.525228,38.92553742,31.9555192,31.00049486,30.39463586,36.52957913,30.10819527,33.84473421,56.15822254
UK,STOCKPORT,34.6569726,59.18000322,44.24026328,29.23748357,34.78115776,33.62499636,27.75353461,31.57185153,26.34566276,36.29491189,29.74925096,38.73708235,21.02868806,39.92823256,27.93205859,31.12549049,17.3034122,21.6728077,36.34129359,30.21970762,46.76944841,40.26764418,21.78016032,28.55363869,38.82035334,40.81041659
UK,STOKE,28.64878752,31.64664199,34.48231956,39.11256677,42.03742333,36.33849935,34.66175958,29.78579416,36.94455,33.15219973,32.99450001,33.60475007,31.76326157,33.2640932,26.12986631,26.86251376,20.5178349,19.85095776,31.89792302,44.71974015,37.86828633,43.47616815,32.11239364,29.08524254,23.49536356,52.38124461
UK,SUNDERLAND,27.81243567,37.10914951,34.44729506,45.43621061,37.66601241,36.77951487,39.96810913,37.23958805,30.22705187,38.84804653,31.42025099,39.45106464,32.9969067,27.09205211,25.64790938,26.93620867,26.19208993,20.89357265,30.09748502,33.65386476,29.06959878,28.46078203,35.32441242,38.68625961,39.13590893,41.16942424
UK,SWANSEA,31.7861647,50.36753759,43.05303769,38.80215951,31.87378136,39.90938867,21.34975517,40.15522979,34.88500825,36.51212974,31.9959895,32.05756994,35.43992763,31.5945716,24.73264401,25.61170891,22.86182303,20.08443848,29.3085931,37.72103416,32.22351095,50.60004229,24.40818293,34.01261419,38.69109188,39.32814785
UK,WALSALL,30.87645803,53.43092777,26.5681218,38.02792172,41.08173944,26.68805525,33.42180245,25.5352178,35.17767185,32.60734904,32.62711819,32.68896114,31.96347523,26.72681144,29.29778195,23.49298345,26.47965744,19.12497222,30.21357557,35.62570491,36.26512506,28.44477989,35.13884842,23.27329843,46.11490255,46.34501012
UK,WOLVERHAMPTON,34.14749017,43.08493499,41.88349635,35.68906322,36.60672364,40.81831671,27.99257029,29.18155283,37.37354583,30.42559425,36.82091823,29.87464203,29.58540114,23.61907959,26.32517373,29.50082159,20.6189137,18.48645662,38.14569866,32.11552011,25.01363525,27.80068944,50.87939635,30.74854668,30.98953111,57.05502992
